epoch,train_loss,dev_loss
0,1.1870256733411755,1.1591096614537788
10,1.0224785879691638,1.0025747813736952
20,1.0165455171495243,0.9984319615847368
30,1.0030385928989634,0.9864095706509162
40,1.0025120811092718,0.9886868713327743
50,0.9959472745165646,0.9814756553626651
60,0.9949606493999368,0.980608426802402
70,0.9951389630389845,0.9812308335401034
80,0.9969038021000423,0.982595468972889
90,0.9956613131296197,0.9813725116779026
100,0.9949340312958327,0.9813498858666219
110,0.9924869886168942,0.9787928113222377
120,0.9917494883892053,0.9780066617881162
130,0.9942286740297263,0.9807787342742008
140,0.9954685148606219,0.9825275348568148
150,0.9917104213981914,0.978001508512152
160,0.9913861408236959,0.9777680974126147
170,0.9912172262173153,0.9775943434216683
180,0.9909808732313794,0.9774262092979656
190,0.9908428114190576,0.9774004605268616
200,0.9906453040266889,0.9771841723855857
210,0.9904097924670879,0.9771153944762885
220,0.9901428765510238,0.976948147076639
230,0.990139024089987,0.9770715118640154
240,0.9899463059143563,0.9769370226572017
250,0.989922917651774,0.9769659439321416
260,0.9897973248253782,0.9770007514659208
270,0.9896056921256509,0.9768006032806072
280,0.9895597582053905,0.9770422219716824
290,0.9893115434968011,0.9769336736269335
300,0.9890722388112555,0.9767990633349979
310,0.9890305858934757,0.9769433925887021
320,0.9888860472421236,0.9768862602514392
330,0.9887575504303859,0.9768242069195896
340,0.9886253418351113,0.9768285454383594
350,0.9885438959769463,0.9767750943970919
360,0.9885251061657295,0.9768602164806662
370,0.9884179133720752,0.9767915498638681
380,0.9882955821795698,0.9768252492546693
390,0.9882143550275433,0.9767589186592093
400,0.9881557841081079,0.9768187329237142
