epoch,train_loss,dev_loss
0,1.172943622598475,1.150978850098315
10,0.9990213386659954,0.9842472875048935
20,0.9838254045299184,0.9696953105112647
30,0.9765794192060204,0.9634366396395012
40,0.9754962526229559,0.9629598072281431
50,0.9707183090270899,0.9579421888451986
60,0.9690385165249411,0.9566518022880727
70,0.9682808243690354,0.956275522486175
80,0.9694704834372566,0.9577044342061616
90,0.9661710919452456,0.95410586889907
100,0.9756900877451921,0.9632004721050388
110,0.9652537460492058,0.9532852861410854
120,0.9644338820405501,0.9526523109652516
130,0.9654518162470068,0.9535975615342239
140,0.9643541812980804,0.9528181070270381
150,0.963879976313301,0.9521747750735889
160,0.9635857341409316,0.9519923936866735
170,0.9634439379939306,0.9518317134808052
180,0.96387199418253,0.9525444669288897
190,0.9635455623266628,0.9522130267624258
200,0.962611728731184,0.951255384805912
210,0.9624445743298374,0.9511604140888923
220,0.9622283762965467,0.9508962720748495
230,0.9658480198272298,0.9544186392656897
240,0.9622787116621784,0.9510518370305878
250,0.9615596589795768,0.9504149508740468
260,0.9613858250998505,0.9502512049738375
270,0.9647905979486991,0.9539308281281014
280,0.961146225299545,0.9499849420606654
290,0.9610897487279357,0.9499860899690169
300,0.9614763086005602,0.9505171765995697
310,0.9609109900085183,0.9500113546622324
320,0.96082087853422,0.9500315144697212
330,0.9610637052260189,0.9502085425163322
340,0.9606904391281836,0.9500841525661707
350,0.9604124925335502,0.9498209798663654
360,0.9605286973272585,0.9498183413673675
370,0.9603972416150647,0.9496822086720608
380,0.9601291848294358,0.9495217636203123
390,0.960169455359257,0.9496325349825466
400,0.9601072949676911,0.9497045789670677
410,0.9600365938988543,0.9496576906047133
420,0.9599593336402251,0.9494142968215756
430,0.959713697423489,0.9493935071325704
440,0.9596709204398988,0.9494325636992215
450,0.9595501019314766,0.9493902003484229
460,0.9594659227962992,0.9493855170516391
470,0.9594104878275153,0.9493710254245613
480,0.9598902478071729,0.9496772072639106
490,0.9594002852393717,0.949374735719502
500,0.9591795931446825,0.9493513603215377
510,0.9592114415565425,0.9494239686323557
520,0.9591834105503915,0.9495425630048041
530,0.9591599662606793,0.9494964363428651
540,0.9589409748433884,0.9493668412116181
550,0.9590653300555082,0.9495732109204412
560,0.9588317244958128,0.9493966226528414
570,0.9588237178462163,0.9494460661793561
580,0.9588764529752593,0.9494594967766695
590,0.9587599738593956,0.9494920796459744
600,0.9587905623319748,0.9494111628107744
610,0.9586550381073105,0.9493628560107026
620,0.9585623583800333,0.9494475004186462
630,0.9585639653726031,0.9494201097493639
640,0.9585075278827004,0.9495443539831907
650,0.9584285311909063,0.9494841699183485
660,0.9583906614046325,0.9496119799904816
670,0.9583266545266494,0.9495661742768787
680,0.9583291055127288,0.9495044774839442
690,0.9583645801721927,0.9495319387583703
700,0.9587476886367249,0.9496972415602308
710,0.9586506132865561,0.9493914128362102
720,0.9583127731313722,0.9493652999730273
730,0.9582181113421712,0.9495174196857636
740,0.9581528084779143,0.9495261511819515
750,0.9581478895149887,0.9495515578529029
760,0.9580638368054196,0.9496014335316428
770,0.958056603909066,0.9496393434632828
780,0.9580032102011072,0.9496211468667681
790,0.9580210472048194,0.9496914011849873
800,0.9578920212729897,0.9496306878010721
