epoch,train_loss,dev_loss
0,1.2010208756665344,1.160588518403125
10,1.124045993393198,1.0997188340657964
20,1.0428276028051056,1.0246065375151763
30,1.0049671191496192,0.9890544689976483
40,0.9932594554785518,0.9784729781195963
50,0.9870374593758756,0.9729719329443486
60,0.9946784717522734,0.9815281658239939
70,0.9811956914163317,0.9683257288424607
80,0.979259091518628,0.966663069803409
90,0.9780840968348244,0.9656982077534585
100,0.9771656743059638,0.9648543815309764
110,0.9771531558226447,0.9650098397006261
120,0.9760594395600319,0.9640060744982833
130,0.974807420676035,0.9628160422591285
140,0.9757106012490123,0.9637976576477996
150,0.9748664409827856,0.9629805613762663
160,0.9739173508900119,0.9619945835480029
170,0.9732031115978467,0.9613890307613947
180,0.972797572123103,0.9610187972392521
190,0.9725253940399438,0.960804227320049
200,0.9721892787121176,0.9605558155712248
210,0.9716381014013588,0.960089940020003
220,0.971734934254273,0.9602508717086795
230,0.9711152426692355,0.9596906559638619
240,0.9716732739476872,0.9602571967216714
250,0.9714009497755577,0.9600478258913308
260,0.970798533945466,0.959541700198132
270,0.9726147425411549,0.9611697829218685
280,0.9709626747153884,0.9596524805347696
290,0.9708078276012573,0.9595049878658503
300,0.9704090302449856,0.9591810141991601
310,0.9703372967226985,0.9591041084321994
320,0.9700765282591237,0.9588563272038065
330,0.9700395850910801,0.9588508689403361
340,0.9700112689782339,0.958839944928471
350,0.9700117130481418,0.9588282140553754
360,0.9701429052303691,0.9589622911466313
370,0.969971673443604,0.9587907017691143
380,0.9696761463623773,0.9585226550951153
390,0.96954166069547,0.9584262805860014
400,0.9695506743037852,0.9584078101740676
