ts_recv,price,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,weighted_mid,rv_60s,ret_60s
2022-07-06 08:01:00+00:00,382.49,382.43,382.51,400,400,382.47,1.995899874002903e-07,-0.00035397446959140044
2022-07-06 08:02:00+00:00,382.32,382.31,382.38,400,400,382.345,1.8959766658332206e-07,-8.007484382399621e-05
2022-07-06 08:03:00+00:00,382.29,382.29,382.36,100,400,382.304,3.97833547480701e-07,-0.0013179217149049682
2022-07-06 08:04:00+00:00,381.83,381.76,381.83,10,1700,381.7604093567252,1.7940074874622027e-07,-0.0005135208719578843
2022-07-06 08:05:00+00:00,381.62,381.57,381.62,900,420,381.6040909090909,3.029397376681494e-07,0.0002513314012975165
2022-07-06 08:06:00+00:00,381.76,381.68,381.75,400,1700,381.6933333333333,1.2983070033432831e-07,0.0003929787791461248
2022-07-06 08:07:00+00:00,381.72,381.82,381.89,900,400,381.86846153846153,1.4865038449497994e-07,0.0004655696681359345
2022-07-06 08:08:00+00:00,382.0,381.99,382.05,500,400,382.0233333333333,2.7130710806886563e-07,0.000634043481422264
2022-07-06 08:09:00+00:00,382.26,382.21,382.29,1300,400,382.2711764705882,2.1794904958914435e-07,-0.00020619857538328734
2022-07-06 08:10:00+00:00,382.25,382.13,382.21,1300,400,382.19117647058823,2.0562269370121783e-07,-3.386047943354509e-05
2022-07-06 08:11:00+00:00,382.18,382.19,382.26,400,1300,382.2064705882353,2.715511369161426e-07,0.0007052795234472331
2022-07-06 08:12:00+00:00,382.5,382.42,382.47,100,400,382.43,1.4849697139502298e-07,-9.006313134973798e-05
2022-07-06 08:13:00+00:00,382.5,382.38,382.44,500,400,382.41333333333336,5.835352963608204e-08,-0.00010919499583816883
2022-07-06 08:14:00+00:00,382.36,382.35,382.42,401,900,382.3715757109916,1.6915499598488803e-07,-7.676692158609111e-05
2022-07-06 08:15:00+00:00,382.35,382.35,382.43,400,800,382.37666666666667,1.2069374662072894e-07,-0.0004635172678344457
2022-07-06 08:16:00+00:00,382.19,382.14,382.19,400,400,382.165,2.4531697339639237e-07,-4.3611180162272944e-05
2022-07-06 08:17:00+00:00,382.06,382.11,382.16,500,500,382.135,2.0169474322390358e-07,-0.0006357445440872134
2022-07-06 08:18:00+00:00,381.93,381.87,381.91,400,500,381.8877777777778,2.441278717305737e-07,-0.00034576962611898576
2022-07-06 08:19:00+00:00,381.8,381.74,381.8,400,400,381.77,1.1518244588405095e-07,-1.2760961665914117e-05
2022-07-06 08:20:00+00:00,381.8,381.75,381.8,400,400,381.775,1.7616178994665439e-07,-0.00017932738127635073
2022-07-06 08:21:00+00:00,381.75,381.67,381.72,400,400,381.695,1.3478276711377508e-07,0.0006986289407038271
2022-07-06 08:22:00+00:00,381.83,381.93,381.95,500,1,381.9499600798403,2.06316929548199e-07,-0.0003519795211913701
2022-07-06 08:23:00+00:00,381.81,381.81,381.89,500,1700,381.8281818181818,2.4668290542503164e-07,7.274864760153932e-06
2022-07-06 08:24:00+00:00,381.89,381.75,381.83,800,900,381.78764705882355,1.2245510332913508e-07,-8.792129734414011e-05
2022-07-06 08:25:00+00:00,381.81,381.8,381.87,500,400,381.8388888888889,1.1690024823968732e-07,9.699536005292053e-05
2022-07-06 08:26:00+00:00,381.78,381.79,381.86,900,400,381.83846153846156,1.631221023240856e-07,-0.0005515536458948755
2022-07-06 08:27:00+00:00,381.65,381.58,381.66,800,900,381.61764705882354,1.2274836769788933e-07,-0.0001635168823098665
2022-07-06 08:28:00+00:00,381.56,381.5,381.57,1,1200,381.5000582847627,1.2571710768620408e-07,1.4295176329337522e-06
2022-07-06 08:29:00+00:00,381.6,381.58,381.64,500,1300,381.5966666666667,2.3562828850775767e-07,-0.0006767432691124897
2022-07-06 08:30:00+00:00,381.36,381.27,381.33,400,400,381.3,1.0136384463928411e-07,-0.00041012126700368245
2022-07-06 08:31:00+00:00,381.15,381.08,381.15,900,500,381.125,7.075506865137334e-08,-0.00015233320988050636
2022-07-06 08:32:00+00:00,381.08,381.06,381.12,500,400,381.0933333333333,1.860050784548706e-07,-2.1866909243550836e-05
2022-07-06 08:33:00+00:00,381.09,381.03,381.11,1301,500,381.0877901166019,4.3815359273255923e-08,-0.00014401112110851155
2022-07-06 08:34:00+00:00,381.04,381.03,381.06,2,500,381.03011952191235,1.6422723818658095e-07,-0.0001490333327198723
2022-07-06 08:35:00+00:00,380.95,380.94,381.0,400,400,380.97,9.289775215634582e-08,-0.00020561369124705298
2022-07-06 08:36:00+00:00,380.9,380.86,380.92,900,400,380.90153846153845,1.2548104551054923e-07,0.00022719768318957279
2022-07-06 08:37:00+00:00,380.96,380.99,381.05,900,400,381.03153846153845,1.7680584585076632e-07,0.0004229964706548017
2022-07-06 08:38:00+00:00,381.17,381.11,381.16,1700,900,381.1426923076923,2.0951806174792537e-07,-0.0005842754227923797
2022-07-06 08:39:00+00:00,380.9,380.89,380.94,400,500,380.9122222222222,1.1848962627035013e-07,0.00036169741094660424
2022-07-06 08:40:00+00:00,381.03,381.03,381.08,500,400,381.0577777777778,1.1129502164406924e-07,-0.0007683290956169708
2022-07-06 08:41:00+00:00,380.8,380.74,380.8,400,2200,380.7492307692308,1.865426048202774e-07,-0.0005019135453917523
2022-07-06 08:42:00+00:00,380.52,380.54,380.6,400,400,380.57,1.4744485383781625e-07,0.000167875124263972
2022-07-06 08:43:00+00:00,380.53,380.59,380.65,1700,900,380.6292307692308,9.406403638758753e-08,-9.924862949317603e-05
2022-07-06 08:44:00+00:00,380.6,380.57,380.63,400,400,380.6,1.088901122720798e-07,3.4938860501876334e-05
2022-07-06 08:45:00+00:00,380.63,380.6,380.64,249,500,380.61329773030707,1.343861014013281e-07,0.00032413196568614744
2022-07-06 08:46:00+00:00,380.68,380.71,380.77,400,500,380.7366666666667,8.883941068468956e-08,-3.720856935240935e-05
2022-07-06 08:47:00+00:00,380.73,380.7,380.77,400,1300,380.71647058823527,1.500290918365211e-07,-0.00044433062576199056
2022-07-06 08:48:00+00:00,380.69,380.52,380.57,400,900,380.5353846153846,7.784009303107054e-08,2.1561046734897005e-05
2022-07-06 08:49:00+00:00,380.58,380.52,380.58,400,380,380.5507692307692,8.528004767088062e-08,-8.277507097087522e-05
2022-07-06 08:50:00+00:00,380.54,380.5,380.56,401,400,380.5300374531835,1.4800872319554085e-07,0.0001697052139801869
2022-07-06 08:51:00+00:00,380.56,380.56,380.61,900,400,380.5946153846154,7.83830533535307e-08,0.00055509710275925
2022-07-06 08:52:00+00:00,380.75,380.76,380.82,500,500,380.79,7.442211789423237e-08,-0.0001000629899096106
2022-07-06 08:53:00+00:00,380.75,380.74,380.79,500,400,380.7677777777778,1.3891444049823905e-07,0.0003793504935933889
2022-07-06 08:54:00+00:00,380.89,380.89,380.97,500,1300,380.9122222222222,1.0418962058115825e-07,0.00011230350532787092
2022-07-06 08:55:00+00:00,381.01,380.93,380.98,400,400,380.955,1.2700363930100664e-07,-0.00027966153886527234
2022-07-06 08:56:00+00:00,380.9,380.81,380.86,1300,400,380.84823529411767,6.812808893167871e-08,4.78015012363997e-05
2022-07-06 08:57:00+00:00,380.9,380.81,380.88,1700,400,380.8666666666667,1.4786708278696787e-07,-0.00045173625604233436
