ts_recv,price,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,weighted_mid,rv_60s,ret_60s
2022-04-05 08:01:00+00:00,457.3,457.25,457.37,1,291,457.25041095890407,5.370773165756905e-08,-4.5916608049090257e-07
2022-04-05 08:02:00+00:00,457.36,457.25,457.29,1,198,457.2502010050251,9.640161277916048e-08,-0.00017539851234349424
2022-04-05 08:03:00+00:00,457.15,457.11,457.23,100,100,457.17,4.923912204908861e-08,8.412962018811143e-06
2022-04-05 08:04:00+00:00,457.18,457.17,457.18,10,16,457.17384615384617,1.1130268424090863e-07,-0.00017246427045092272
2022-04-05 08:05:00+00:00,457.13,457.04,457.09,100,200,457.0566666666667,1.2237496326153972e-07,0.0001811347445532796
2022-04-05 08:06:00+00:00,457.18,457.1,457.18,600,17,457.1777957860616,1.033513302325651e-07,1.4763771438497386e-05
2022-04-05 08:07:00+00:00,457.1,457.16,457.2,100,70,457.1835294117647,9.896898481096439e-08,-3.181528048135096e-05
2022-04-05 08:08:00+00:00,457.2,457.15,457.2,500,100,457.19166666666666,2.070412671905504e-08,7.25285883520499e-05
2022-04-05 08:09:00+00:00,457.22,457.19,457.22,100,128,457.2031578947369,8.850958687903098e-08,-1.7843041098974943e-05
2022-04-05 08:10:00+00:00,457.22,457.16,457.23,100,100,457.195,3.461749512469528e-08,0.0
2022-04-05 08:11:00+00:00,457.17,457.16,457.24,100,500,457.17333333333335,6.982072376190037e-08,-1.0354923542843508e-05
2022-04-05 08:12:00+00:00,457.25,457.19,457.26,2,100,457.1913725490196,7.838163186901325e-08,0.0002403243202049321
2022-04-05 08:13:00+00:00,457.25,457.3,457.37,101,500,457.31176372712144,7.573331030692449e-08,0.00015185384472804486
2022-04-05 08:14:00+00:00,457.29,457.31,457.37,100,3,457.3682524271845,1.0131710503739317e-07,-2.271282764421123e-06
2022-04-05 08:15:00+00:00,457.29,457.32,457.37,100,3,457.3685436893204,2.2643640748056272e-08,-1.3474334919827413e-05
2022-04-05 08:16:00+00:00,457.43,457.36,457.41,30,100,457.3715384615385,1.0227288939091081e-07,-0.0001327487529425575
2022-04-05 08:17:00+00:00,457.36,457.3,457.38,500,100,457.3666666666667,9.258511832737237e-08,-6.438735432356957e-05
2022-04-05 08:18:00+00:00,457.36,457.27,457.3,8,100,457.27222222222224,3.573898552915738e-08,-2.336411477621425e-06
2022-04-05 08:19:00+00:00,457.36,457.27,457.3,4,100,457.2711538461538,5.734293229165022e-08,-8.005838833358148e-05
2022-04-05 08:20:00+00:00,457.18,457.15,457.23,500,100,457.21666666666664,1.0557795153057474e-07,5.254627907014253e-05
2022-04-05 08:21:00+00:00,457.24,457.25,457.31,100,600,457.25857142857143,3.342022275607801e-08,-9.537728039010762e-05
2022-04-05 08:22:00+00:00,457.24,457.2,457.28,23,100,457.2149593495935,9.363996248027036e-08,-9.833306779261086e-05
2022-04-05 08:23:00+00:00,457.2,457.13,457.21,500,500,457.17,3.0478349166159646e-08,0.00013223970527076467
2022-04-05 08:24:00+00:00,457.2,457.19,457.25,207,100,457.2304560260586,4.685444754440499e-08,-7.641394884971842e-05
2022-04-05 08:25:00+00:00,457.2,457.16,457.23,103,100,457.1955172413793,1.129304804573471e-07,-8.49758434794401e-05
2022-04-05 08:26:00+00:00,457.21,457.14,457.21,100,435,457.15308411214954,1.1772202029309796e-07,-0.00021874339212679672
2022-04-05 08:27:00+00:00,457.15,457.05,457.14,100,1000,457.0581818181818,3.79831830481823e-08,5.2462848421974684e-05
2022-04-05 08:28:00+00:00,457.06,457.07,457.1,55,100,457.0806451612903,2.4085686675309353e-08,-0.0002420692332121277
2022-04-05 08:29:00+00:00,457.0,456.93,457.01,500,500,456.97,1.3887310960545925e-08,-0.00013111759048611837
