ts_recv,price,bid_px_00,ask_px_00,bid_sz_00,ask_sz_00,weighted_mid,rv_60s,ret_60s
2024-10-22 08:01:00+00:00,582.39,582.36,582.41,800,1600,582.3766666666667,5.146416201769774e-08,0.00019451003746784323
2024-10-22 08:02:00+00:00,582.53,582.46,582.53,400,399,582.4950438047559,5.711825219038191e-08,-0.00019618119536302103
2024-10-22 08:03:00+00:00,582.43,582.37,582.44,400,900,582.3915384615385,4.45737517149592e-08,-0.00017092976699428775
2024-10-22 08:04:00+00:00,582.31,582.28,582.31,17,400,582.2812230215827,2.617634304137382e-08,1.9757207839976587e-05
2024-10-22 08:05:00+00:00,582.3,582.24,582.3,400,390,582.2703797468354,5.947401399086041e-08,-5.620415848317517e-05
2024-10-22 08:06:00+00:00,582.32,582.22,582.3,400,400,582.26,2.3039981926771974e-08,-1.5493959465429086e-05
2024-10-22 08:07:00+00:00,582.25,582.25,582.26,141,1300,582.2509784871617,5.906096700657789e-08,-2.4916916351203078e-05
2024-10-22 08:08:00+00:00,582.24,582.22,582.3,400,1700,582.2352380952381,4.11520860500724e-08,0.000314704405027344
2024-10-22 08:09:00+00:00,582.44,582.4,582.44,500,3,582.4397614314115,5.519237036360647e-08,6.53734880304846e-05
2024-10-22 08:10:00+00:00,582.52,582.43,582.48,500,400,582.4577777777778,5.842986336158116e-08,-0.0001920831795004796
2024-10-22 08:11:00+00:00,582.38,582.32,582.37,3,1700,582.3200880798591,3.1331490337745046e-08,-4.3757037907599106e-05
2024-10-22 08:12:00+00:00,582.35,582.28,582.35,500,366,582.320415704388,6.497814497723457e-08,7.560913007509384e-05
2024-10-22 08:13:00+00:00,582.36,582.32,582.4,500,400,582.3644444444444,2.328598007004091e-08,9.784959835346108e-05
2024-10-22 08:14:00+00:00,582.48,582.33,582.45,500,400,582.3966666666666,1.0842085626927893e-07,0.00011773507156087604
2024-10-22 08:15:00+00:00,582.45,582.46,582.52,400,400,582.49,9.625047857891007e-08,-0.0001369501275080287
2024-10-22 08:16:00+00:00,582.53,582.41,582.49,6,2100,582.4102279202278,3.220129193751243e-08,-2.6146381876257507e-05
2024-10-22 08:17:00+00:00,582.39,582.36,582.43,400,400,582.395,2.5760413886165555e-08,0.00012877857811277593
2024-10-22 08:18:00+00:00,582.4,582.43,582.51,400,400,582.47,2.3996367087553742e-08,3.433653235362932e-05
2024-10-22 08:19:00+00:00,582.49,582.45,582.53,400,400,582.49,1.9668271853486033e-08,-8.202334422535706e-05
2024-10-22 08:20:00+00:00,582.46,582.37,582.5,500,400,582.4422222222222,3.394820796890107e-08,9.061461508830249e-05
2024-10-22 08:21:00+00:00,582.5,582.46,582.53,400,400,582.495,2.909834586657964e-08,-0.0001888428226851646
2024-10-22 08:22:00+00:00,582.42,582.35,582.42,400,400,582.385,1.0310182331446882e-08,2.589984633605269e-05
2024-10-22 08:23:00+00:00,582.44,582.38,582.44,400,795,582.4000836820084,5.020593689784637e-08,0.00020590024169209187
2024-10-22 08:24:00+00:00,582.39,582.48,582.56,400,400,582.52,2.746710615805372e-08,5.150037766932236e-05
2024-10-22 08:25:00+00:00,582.61,582.51,582.59,400,400,582.55,3.713866879274702e-08,-0.0001373272680454951
2024-10-22 08:26:00+00:00,582.46,582.44,582.5,400,400,582.47,1.9205228363937978e-08,4.292066544198114e-05
2024-10-22 08:27:00+00:00,582.46,582.46,582.53,400,400,582.495,2.242674345123538e-08,-0.00020601035202016948
2024-10-22 08:28:00+00:00,582.44,582.33,582.42,400,400,582.375,2.091777951157783e-08,-6.868426701001074e-05
2024-10-22 08:29:00+00:00,582.44,582.32,582.38,400,800,582.34,2.1351289897057972e-08,-8.299919004250977e-05
2024-10-22 08:30:00+00:00,582.3,582.26,582.34,400,800,582.2866666666666,5.194972191882664e-09,0.00010017975109644084
2024-10-22 08:31:00+00:00,582.34,582.31,582.39,400,1100,582.3313333333333,2.767269838333426e-08,-0.00018889146468159534
2024-10-22 08:32:00+00:00,582.24,582.21,582.26,400,400,582.235,5.613405689457221e-08,-0.0006097194431802233
2024-10-22 08:33:00+00:00,581.92,581.83,581.93,400,400,581.88,8.608855400717166e-08,-0.0002405994363098296
2024-10-22 08:34:00+00:00,581.75,581.75,581.78,100,800,581.7533333333333,2.0501295348633666e-08,0.00019768281362808615
2024-10-22 08:35:00+00:00,581.86,581.81,581.88,400,1300,581.8264705882352,2.4192623250645363e-08,-6.0152443478123097e-05
2024-10-22 08:36:00+00:00,581.82,581.79,581.85,400,400,581.82,2.448220621422747e-08,0.00019765563232598815
2024-10-22 08:37:00+00:00,581.92,581.9,581.98,500,400,581.9444444444445,3.715549147221374e-08,-0.00017184049764995546
2024-10-22 08:38:00+00:00,581.83,581.79,581.88,400,400,581.835,2.1022367957582356e-08,6.337707425640993e-05
2024-10-22 08:39:00+00:00,581.87,581.86,581.92,400,1100,581.876,9.970586351991872e-09,0.0001256719960902597
2024-10-22 08:40:00+00:00,581.87,581.91,581.98,400,400,581.945,2.680210596507179e-08,-0.00012028628134974628
2024-10-22 08:41:00+00:00,581.87,581.86,581.92,400,1200,581.875,1.1377068094978203e-08,-3.4371643394148776e-05
2024-10-22 08:42:00+00:00,581.85,581.82,581.89,400,400,581.855,7.644972036067972e-09,6.874564968928354e-05
2024-10-22 08:43:00+00:00,581.81,581.86,581.93,400,400,581.895,4.023414350515966e-08,0.0004296307753117734
2024-10-22 08:44:00+00:00,582.05,582.11,582.18,400,400,582.145,4.38733050814864e-08,9.117474697362127e-05
2024-10-22 08:45:00+00:00,582.11,582.14,582.2,400,20,582.1971428571429,5.3662516811203096e-08,3.3031316992726545e-06
2024-10-22 08:46:00+00:00,582.24,582.17,582.24,500,400,582.2088888888889,6.7767829022915405e-09,-3.435245620075911e-05
2024-10-22 08:47:00+00:00,582.18,582.14,582.22,400,400,582.18,8.268436615311325e-09,-5.923040746980135e-06
2024-10-22 08:48:00+00:00,582.21,582.16,582.22,400,1050,582.1765517241379,7.450089110207651e-09,9.75333153272473e-05
2024-10-22 08:49:00+00:00,582.2,582.2,582.27,500,1101,582.2218613366646,2.55784138320201e-08,7.156351978010456e-05
2024-10-22 08:50:00+00:00,582.25,582.23,582.32,400,400,582.275,3.3544408222606145e-08,-4.293503928554099e-05
2024-10-22 08:51:00+00:00,582.25,582.22,582.28,400,400,582.25,1.3175932356040396e-08,-7.523025659328386e-05
2024-10-22 08:52:00+00:00,582.25,582.18,582.24,310,400,582.2061971830985,9.942861744554945e-09,-8.793651346594711e-05
2024-10-22 08:53:00+00:00,582.18,582.11,582.14,1,400,582.1100748129676,2.8864374916951298e-08,-4.311523670408324e-05
2024-10-22 08:54:00+00:00,582.12,582.09,582.13,400,3,582.1297022332506,2.5707873767824868e-08,-0.0001844953322798215
2024-10-22 08:55:00+00:00,582.05,582.01,582.06,400,800,582.0266666666666,2.6722332109619665e-08,-0.0002491312621075714
2024-10-22 08:56:00+00:00,581.9,581.86,581.93,400,1700,581.8733333333333,3.3973656449815986e-08,-0.00014464671114922112
2024-10-22 08:57:00+00:00,581.8,581.77,581.84,400,800,581.7933333333333,2.997145429451199e-08,0.00011324539641788256
