epoch,train_loss,dev_loss
0,1.0499143842886531,1.043341875791317
10,0.6395662924467176,0.6574876830094597
20,0.4652090282493684,0.4997618249136575
30,0.39633708666650613,0.4408469824433013
40,0.3111897184378485,0.3578956930043848
50,0.23125882711016543,0.274684581458115
60,0.1725225815280263,0.21771348881549718
70,0.15619192156652326,0.2035756063239032
80,0.1387070960518454,0.18709884748147318
90,0.13027221682846163,0.18036018422815964
100,0.12336745746043319,0.17307438330117186
110,0.1318003321045196,0.17313142809304244
120,0.11832359955668542,0.16822382151921836
130,0.11626220391954185,0.17060720545766742
140,0.11456490869673244,0.16379973461240943
150,0.11252689616039614,0.16425049885883158
160,0.11170357503381458,0.16182757838970394
170,0.11058897999315327,0.16115374667297838
180,0.10984779538356253,0.1603990383123664
190,0.10877817076304046,0.16084829118354066
200,0.10858991868303942,0.15966574464888725
210,0.10848385314038521,0.15934744128141012
220,0.10819092742837136,0.15931049152905669
230,0.10794351656588293,0.159325922765003
240,0.10772008197517749,0.1593076661904434
250,0.10776711168486318,0.1588245269656992
260,0.10732161012254765,0.15924769377073056
270,0.10735107509841503,0.15874559591610182
280,0.10716770360951737,0.15880107856268375
290,0.10710846394830356,0.15852621232762232
300,0.10687718252903207,0.15859016866765183
310,0.10686943799127831,0.15824595644319442
320,0.10655686023168984,0.1585571942907069
330,0.1065132671240203,0.15829754515481267
340,0.1064194389044356,0.15823870454338107
350,0.10634489743146693,0.15809417025106262
360,0.1061523224716574,0.15824097984360458
370,0.10608543140051342,0.15811704089777148
380,0.10596554466433354,0.15811927536481432
390,0.10580671923894648,0.15826217734165682
400,0.10585921453818184,0.15786685619241714
