epoch,train_loss,dev_loss
0,1.267384849609673,1.2427616911816777
10,1.0273976765916821,1.0127964078667597
20,1.0064000520565852,0.9928304620723905
30,0.9942029411145525,0.9806892688638599
40,0.985711691445308,0.9722258870619047
50,0.9815365557250464,0.9681933013902421
60,0.97869477408183,0.965590303791235
70,0.9758144433935844,0.9626849385336169
80,0.9747360691047271,0.9618402523858839
90,0.9723379183122846,0.9593866492737232
100,0.9712301373560509,0.9583802146799835
110,0.9700869833571502,0.9572690633781917
120,0.9698564821207504,0.9571911497028758
130,0.9694852102047812,0.9569682703825896
140,0.9681582350667225,0.9555794166787452
150,0.9672302238170348,0.9547029340020425
160,0.9669865454375863,0.9544572193492648
170,0.9666476444933195,0.9541281473805591
180,0.966419696238866,0.9539283448101719
190,0.9662290963287297,0.9537763551985787
200,0.9659462162010491,0.9535190975917062
210,0.9657575299607533,0.9533475115770729
220,0.965621428192405,0.9532569935000271
230,0.965496089628756,0.9531457304543951
240,0.9659091349295869,0.9536569837490403
250,0.9652689723842894,0.9530187780076363
260,0.9649040309424417,0.952607767253102
270,0.964694600475527,0.9524025344471221
280,0.9645258340318827,0.9522962010433339
290,0.9644076658240492,0.952182619512726
300,0.9643702289718421,0.9521657262321341
310,0.9642025753260733,0.9519927799664863
320,0.9641815520665186,0.9519875617752019
330,0.9641096150025996,0.9519404928863697
340,0.964034433235013,0.9518858210226284
350,0.9639919046394944,0.9518583866771034
360,0.9638586091822977,0.9517121612497191
370,0.9637772589538927,0.951648208760035
380,0.9636841869628269,0.9515645665168673
390,0.9636067933715944,0.9514771596962781
400,0.963646378063388,0.9515757985279092
