epoch,train_loss,dev_loss
0,1.1344706894027683,1.1235406310195626
10,1.0885518084221837,1.0752851149616278
20,1.0196874508692222,1.0073422483268095
30,0.9906048021341618,0.9799238296604922
40,0.9780051456929264,0.966771414038681
50,0.9672487489524801,0.9554882478012791
60,0.968140256821763,0.9571952035400085
70,0.9664309905322587,0.9550115941495018
80,0.9638368348306816,0.9530983637000251
90,0.9628211039740475,0.9517189259452634
100,0.9625448149380779,0.9518776825079255
110,0.9611415406734669,0.9504667007603221
120,0.9618394882893819,0.9511498864130591
130,0.9611800415997332,0.9505289967412017
140,0.9600311580312553,0.9494498881584978
150,0.9603484404770009,0.9498671619607403
160,0.9617958397365822,0.9511062012302083
170,0.9590121073185657,0.9485052498296395
180,0.9584286976104631,0.9480131545490368
190,0.9687153060530479,0.957747145840766
200,0.959363291518732,0.9489996912833101
210,0.9582680083829977,0.94799208673532
220,0.9577993451330977,0.9475436764667855
230,0.9589573857911967,0.9487927491299939
240,0.957327432290152,0.9472019121780865
250,0.9576816806957207,0.9478090083577125
260,0.9573504026248805,0.9475089689242991
270,0.9566679639763429,0.9470549471275007
280,0.9575072244494023,0.947946864378202
290,0.9563941200204754,0.9469088878748285
300,0.9563443237531783,0.9470082281012088
310,0.9560489479399591,0.9471128830341077
320,0.9554223610128605,0.9467383007133493
330,0.9550376400361466,0.9467887251623438
340,0.9555573890311198,0.9473913347519676
350,0.9551997863711874,0.9471085255693898
360,0.9544334142667045,0.946939879259608
370,0.9544583599782303,0.9468981490699918
380,0.954016432682201,0.9475471874369412
390,0.9547243121020033,0.9482104472921951
400,0.9536825383610937,0.9479074061102036
410,0.9544333987779045,0.9490909563625144
420,0.9534619677079939,0.9486602319237486
430,0.9526337257475164,0.948987288299706
440,0.9528704643825688,0.9487989209548705
450,0.9521908786417072,0.94993225889566
460,0.9526539036171422,0.9505928165420806
470,0.9514257323302274,0.9502831939111257
480,0.9511777923528997,0.951994953836505
490,0.9512006302483509,0.9513681005289177
500,0.9504059008502982,0.9528290149622004
510,0.9501445610445028,0.954667703042516
520,0.9511551279781839,0.9556890487340225
530,0.9493248388532696,0.956168242761241
540,0.9496630729041571,0.9551720189006715
550,0.9486478053653868,0.9583691963356294
560,0.9484810515077926,0.9598121537270305
570,0.9480202225300044,0.9617466843821285
580,0.9476146534660159,0.9639648584376014
590,0.9471268168022998,0.9638082704245061
600,0.9461551701083669,0.9674017599640665
610,0.9462364881051483,0.9681078758559852
620,0.946506027396134,0.9701137097788959
630,0.9449025469191824,0.9720878363884025
640,0.9445483720792862,0.9763322649381949
650,0.9447460468257511,0.9750231338087274
660,0.944117411451672,0.9786698752141084
670,0.9439068044683686,0.9824303376421961
680,0.9431554280551856,0.9837014011535368
690,0.9430174076014585,0.9872373957827079
700,0.9425142682912675,0.9878390751327909
710,0.9421863500454019,0.9911928199765613
720,0.9417680385504332,0.9918294994458444
730,0.9414639523807603,0.9949242752034535
740,0.9411445539232922,0.9967851106168965
750,0.9405783609567133,0.9990227011072123
760,0.9411080702869964,0.9975805534691297
770,0.9399871105946336,1.0002767200887646
780,0.9399653055418387,1.0032958904826377
790,0.939700258432717,1.004885888556684
800,0.9392373634951152,1.0060982714854658
