epoch,train_loss,dev_loss
0,1.0945877251314537,1.0803717586257933
10,0.9895152247409662,0.9765881097400246
20,0.9771533916284619,0.9645841875118968
30,0.9697870504864305,0.9580100608184731
40,0.9662961387726625,0.9548284395529837
50,0.9635990042780616,0.9522490203114127
60,0.9635419142725816,0.9523941961486014
70,0.9632245648657355,0.9517423834493984
80,0.961629179026523,0.9504693980439797
90,0.9636279604764939,0.9527487167271614
100,0.9626132281348063,0.951584723406147
110,0.9604649908070035,0.9494613598451922
120,0.9600326956254907,0.9489525682043742
130,0.9600328939620327,0.9491152913060891
140,0.9601209252847659,0.949201245025343
150,0.9636468787481416,0.952562032327043
160,0.9600628507946399,0.9492264054616276
170,0.9589476992186812,0.9481330138783275
180,0.9588463006929728,0.9481543305458787
190,0.9598703743298436,0.9492737547590531
200,0.9583595946840372,0.9477346562881628
210,0.9582654883910207,0.9476438820702066
220,0.9584781303575608,0.947872812168923
230,0.9574103687184466,0.9469107684797984
240,0.9580129844019494,0.9476686295059518
250,0.9585575265716,0.9483989911715729
260,0.9568238354533196,0.9467527490848994
270,0.9563600253692618,0.9465503948862927
280,0.9573742914008038,0.9476694317041856
290,0.956134378741891,0.9466156340771573
300,0.9563547934474018,0.9470419967557109
310,0.9557201965302019,0.9465456344904889
320,0.9555394439415595,0.9465681816465701
330,0.955197927223337,0.9466876505138253
340,0.9563834111305906,0.9479317770136986
350,0.9548328273907305,0.9469947643691481
360,0.9546248360183384,0.9473191851413172
370,0.9554540688884623,0.9482587007146772
380,0.9542866768277857,0.9477805063156498
390,0.9541967206952695,0.9476512265760495
400,0.9548293770001629,0.9487154643753896
410,0.9536030558809433,0.9483287002686288
420,0.9535563587866931,0.9485664199378594
